Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
"Just posted a photo @ Guwahati, Assam (North East)  ", It was so good to paint at an unexplored place like Guwahati for  mochishoesin India  This is how my work inspires me more when I get to explore new style rather than following my typical style of playing with letters . Hope you all liked it     If you see the artwork carefully you should be able to find some beautiful elements of the Assamese culture used in the artwork. Comment below if you are able to spot of any of them           harsh dendel   MakersOfAwesome  StayAwesome  NME  NMEGraffiti  GraffitiArt  MochiShoes  MochiXNme,26.17838763,91.75227602,0,2021-11-18 14:10:17,"Just posted a photo @ Guwahati, Assam (North East)    It was so good to paint at an unexplored place like Guwahati for  mochishoesin India  This is how my work inspires me more when I get to explore new style rather than following my typical style of playing with letters . Hope you all liked it     If you see the artwork carefully you should be able to find some beautiful elements of the Assamese culture used in the artwork. Comment below if you are able to spot of any of them           harsh dendel   MakersOfAwesome  StayAwesome  NME  NMEGraffiti  GraffitiArt  MochiShoes  MochiXNme",0.301790633608815,Positive
Just posted a photo @ Guwahati Assam India  , Gibbons are apes in the family Hylobatidae. The family historically contained one genus  but now is split into four extant genera and 18 species. Gibbons live in subtropical and tropical rainforest from eastern Bangladesh to Northeast India to southern China and Indonesia . . . . . . . .  indiatravel  india  travel  incredibleindia  ig  travelphotography  travelgram  travelindia  indiatravelgram  photography  travelblogger  wanderlust  indiapictures  instatravel  travelrealindia  nature  indiaclicks  himachal  indiatourism  indianphotography  himachalpradesh  storiesofindia  kerala  photographers  indiangirlstravel  of  indiatraveldiaries  photooftheday  lonelyplanetindia  bhfyp,26.10452,91.5913099,0,2021-11-19 02:40:46,Just posted a photo @ Guwahati Assam India    Gibbons are apes in the family Hylobatidae. The family historically contained one genus  but now is split into four extant genera and 18 species. Gibbons live in subtropical and tropical rainforest from eastern Bangladesh to Northeast India to southern China and Indonesia . . . . . . . .  indiatravel  india  travel  incredibleindia  ig  travelphotography  travelgram  travelindia  indiatravelgram  photography  travelblogger  wanderlust  indiapictures  instatravel  travelrealindia  nature  indiaclicks  himachal  indiatourism  indianphotography  himachalpradesh  storiesofindia  kerala  photographers  indiangirlstravel  of  indiatraveldiaries  photooftheday  lonelyplanetindia  bhfyp,0.045454545454546,Positive
Just posted a photo @ Bhutan  ,,26.172196,91.75869,0,2021-11-19 02:42:21,Just posted a photo @ Bhutan   ,0,Neutral
"Happy GURUPURABfolded hands  @ Kamakhya Temple, Guwahati, Assam  ", Happy GURUPURAB ,26.150686,91.730339,0,2021-11-19 07:57:44,"Happy GURUPURABfolded hands  @ Kamakhya Temple, Guwahati, Assam    Happy GURUPURAB ",0.8,Very Positive
Just posted a photo @ Guwahati  , ,26.16666667,91.76666667,0,2021-11-19 14:06:46,Just posted a photo @ Guwahati    ,0,Neutral
"Department freshers 2k21
Communication and journalism department
Gauhati University @ Gauhati University  ",,26.1537,91.6634,0,2021-11-19 05:45:15,"Department freshers 2k21
Communication and journalism department
Gauhati University @ Gauhati University   ",0,Neutral
উগ্র তীব্র শ্ৰেষ্ঠ Mass Com @ Gauhati University  ,,26.1537,91.6634,0,2021-11-19 05:46:40,Extremely Massive Mass Com @ Gauhati University,0,Neutral
Just posted a photo @ Guwahati Assam India  ,  LocalShifting  WithinCityRelocation    Shifting your Home or Office is a big task when you have to Pack and unpack all valuable goods on your own But what if you get professional assistance in Packing  Loading  Transporting  Unloading and unpacking your commodities      Choose us for Hassle free Relocation Service  We believe in Quality at Affordable Rates with Safety and Security.      Our testimonials speaks about our customer satisfaction  We love our work enough to make you fall in love with our service.      We are the best Packers and Movers in Guwahati as said by our clients  it s only because of our professional packing Team and good Quality Materials.     Hurry Upto 50  Discount on interstate Relocation Call WhatsApp us   8876414773  8638099668 and get your FREE Quotation Today.     Follow us on    Google   https   g.page kiranshree movers and packers gm   Website   https   www.kiranshreemovers.com   Twitter   https   twitter.com Kiranshreemover s 09  YouTube   https   youtu.be lXeVIZ6njro  Instagram   https   instagram.com kiranshreemovers igshid sxs7se0hsu7x   RelocationSpecialist  PackersAndMoversinGuwahati   KiranshreeMoversAndPackers  StaySafeStayHealthy  RelocatingTrust  RelocationSpecialist   DoortoDoorService  PackersAndMoversinAssam  PackersAndMoversinMeghalaya  PackersAndMoversinTripura  PackersAndMoversinMizoram  PackersAndMoversinManipur  PackersAndMoversinNagaland  PackersAndMoversinArunachalPradesh  BestPackersInNortheast,26.10452,91.5913099,0,2021-11-18 15:20:11,Just posted a photo @ Guwahati Assam India     LocalShifting  WithinCityRelocation    Shifting your Home or Office is a big task when you have to Pack and unpack all valuable goods on your own But what if you get professional assistance in Packing  Loading  Transporting  Unloading and unpacking your commodities      Choose us for Hassle free Relocation Service  We believe in Quality at Affordable Rates with Safety and Security.      Our testimonials speaks about our customer satisfaction  We love our work enough to make you fall in love with our service.      We are the best Packers and Movers in Guwahati as said by our clients  it s only because of our professional packing Team and good Quality Materials.     Hurry Upto 50  Discount on interstate Relocation Call WhatsApp us   8876414773  8638099668 and get your FREE Quotation Today.     Follow us on    Google   https   g.page kiranshree movers and packers gm   Website   https   www.kiranshreemovers.com   Twitter   https   twitter.com Kiranshreemover s 09  YouTube   https   youtu.be lXeVIZ6njro  Instagram   https   instagram.com kiranshreemovers igshid sxs7se0hsu7x   RelocationSpecialist  PackersAndMoversinGuwahati   KiranshreeMoversAndPackers  StaySafeStayHealthy  RelocatingTrust  RelocationSpecialist   DoortoDoorService  PackersAndMoversinAssam  PackersAndMoversinMeghalaya  PackersAndMoversinTripura  PackersAndMoversinMizoram  PackersAndMoversinManipur  PackersAndMoversinNagaland  PackersAndMoversinArunachalPradesh  BestPackersInNortheast,0.358333333333333,Positive
"@yamigautam 8 Days Left then Yami Gautam Day #yamigautam red heart red heart red heart party popper partying face 
#advhappybirthdayyamigautam #yamigautamday @ Ghy  ",  yamigautam 8 Days Left then Yami Gautam Day  yamigautam           advhappybirthdayyamigautam  yamigautamday,26.1811,91.73795,0,2021-11-19 04:04:58,"@yamigautam 8 Days Left then Yami Gautam Day #yamigautam red heart red heart red heart party popper partying face 
#advhappybirthdayyamigautam #yamigautamday @ Ghy     yamigautam 8 Days Left then Yami Gautam Day  yamigautam           advhappybirthdayyamigautam  yamigautamday",0,Neutral
"Just posted a photo @ Mssv, Guwahati  ", Life is better with animals around..  This cute pup made my morning shinier  brighter and happier    And what s even better is that she has found a happy home with warm hearts around..   mili  lili  chugu  lokhimi  bevocalforlocal  dontshopbutadopt  ,26.15922785,91.7629643,0,2021-11-18 15:29:10,"Just posted a photo @ Mssv, Guwahati    Life is better with animals around..  This cute pup made my morning shinier  brighter and happier    And what s even better is that she has found a happy home with warm hearts around..   mili  lili  chugu  lokhimi  bevocalforlocal  dontshopbutadopt  ",0.58,Very Positive
"The most beautiful make up is the smile in the face

#ejangphotography #karbiwedding #wedding #weddingideas…  The most beautiful make up is the smile in the face

#ejangphotography #karbiwedding #wedding #weddingideas #weddingday #brides #newlyweds #choi.co.in #karbi anglong #karbianglongphotography  ", The most beautiful make up is the smile on the face   ejangphotography  karbiwedding  wedding  weddingideas  weddingday  brides  newlyweds  choi.co.in  karbi anglong  karbianglongphotography,26.1524519,91.7893849,0,2021-11-18 18:21:13,"The most beautiful make up is the smile in the face

#ejangphotography #karbiwedding #wedding #weddingideas…  The most beautiful make up is the smile in the face

#ejangphotography #karbiwedding #wedding #weddingideas #weddingday #brides #newlyweds #choi.co.in #karbi anglong #karbianglongphotography    The most beautiful make up is the smile on the face   ejangphotography  karbiwedding  wedding  weddingideas  weddingday  brides  newlyweds  choi.co.in  karbi anglong  karbianglongphotography",0.55,Very Positive
"☬ Waheguru ji ka khalsa, Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti folded hands .…  ☬ Waheguru ji ka khalsa, Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti folded hands . #gurunanakjayanti  #KiranshreeMoversAndPackers @ Kiranshree Movers and Packers  ",   Waheguru ji ka khalsa  Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti  .  gurunanakjayanti   KiranshreeMoversAndPackers,26.14411938,91.786156,0,2021-11-19 08:19:48,"☬ Waheguru ji ka khalsa, Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti folded hands.… ☬ Waheguru ji ka khalsa, Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti folded hands. #gurunanakjayanti #KiranshreeMoversAndPackers @Kiranshree Movers and Packers Waheguru ji ka khalsa Waheguru ji ki fateh. Wishing everyone a very happy Guru Nanak Jayanti. gurunanakjayanti KiranshreeMoversAndPackers",1,Very Positive
Just posted a photo @ Chocoholic  , rasmalai cake   chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-11-18 15:42:41,Just posted a photo @ Chocoholic    rasmalai cake   chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  india  cricket  hotstar  reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.52,Very Positive
